,datetime,averageDanceabilityScore
0,2,0.631
1,3,0.6946666666666667
2,5,0.5732
3,6,0.6153793103448276
4,7,0.6220078125
5,8,0.6032007168458782
6,9,0.5981180124223603
7,10,0.5954652007648183
8,11,0.6043971698113209
9,12,0.5969079754601226
10,13,0.5836607798165138
11,14,0.5758829608938547
12,15,0.6122388888888889
13,16,0.6262211805555555
14,17,0.6100526315789474
15,18,0.6273305785123967
16,19,0.580117037037037
17,20,0.608089430894309
18,21,0.5745696202531645
19,22,0.5904999999999999
20,23,0.686
