,datetime,averageValenceScore
0,7,0.54625
1,8,0.471
2,9,0.48299999999999993
3,10,0.48278194444444444
4,11,0.43036969696969696
5,12,0.53472
6,13,0.5439999999999999
7,14,0.5244444444444444
8,15,0.5118254901960785
9,16,0.540368085106383
10,17,0.5082546875
11,18,0.5304884615384615
12,19,0.5418848214285714
13,20,0.5430698630136986
14,21,0.5662692307692307
15,22,0.6046999999999999
16,23,0.5531888888888888
