,endTime,artistName,trackName,msPlayed,danceability,valenceScore,artistGenres,minutesPlayed
554,2022-12-02 18:15,Drake,What’s Next,178154,0.781,0.0628,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",2.9692333333333334
555,2022-11-06 19:39,Drake,More M’s,4551,0.704,0.0713,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",0.07585
556,2023-01-15 12:54,Drake,Pussy & Millions (feat. Travis Scott),208522,0.749,0.445,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",3.4753666666666665
557,2022-11-06 19:40,Drake,Rich Flex,56424,0.561,0.424,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",0.9404
558,2022-11-20 13:59,Drake,Rich Flex,212023,0.561,0.424,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",3.533716666666667
559,2023-01-09 19:00,Drake,Rich Flex,98057,0.561,0.424,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",1.6342833333333333
560,2022-11-28 16:47,Future,WAIT FOR U (feat. Drake & Tems),189893,0.463,0.339,"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']",3.1648833333333335
561,2022-11-30 10:52,Future,WAIT FOR U (feat. Drake & Tems),189893,0.463,0.339,"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']",3.1648833333333335
562,2022-12-02 17:57,Future,WAIT FOR U (feat. Drake & Tems),189893,0.463,0.339,"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']",3.1648833333333335
563,2022-11-06 19:42,Drake,Fair Trade (with Travis Scott),4458,0.666,0.292,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",0.0743
564,2022-11-06 19:43,Drake,Knife Talk (with 21 Savage ft. Project Pat),45929,0.849,0.153,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",0.7654833333333333
565,2022-11-20 14:00,Calvin Harris,One Kiss (with Dua Lipa),22952,0.791,0.592,"['edm', 'electro house', 'house', 'pop', 'progressive house', 'uk dance']",0.38253333333333334
566,2022-11-24 15:10,Junior Jack,Thrill Me,38869,0.641,0.123,"['deep house', 'disco house', 'vocal house']",0.6478166666666667
567,2022-11-24 15:13,Junior Jack,Thrill Me,151093,0.641,0.123,"['deep house', 'disco house', 'vocal house']",2.5182166666666665
568,2022-11-30 11:34,Junior Jack,Thrill Me,11050,0.641,0.123,"['deep house', 'disco house', 'vocal house']",0.18416666666666667
569,2022-12-02 12:53,Junior Jack,Thrill Me,3889,0.641,0.123,"['deep house', 'disco house', 'vocal house']",0.06481666666666666
